epoch,loss,val_loss
1,0.0012679989091655308,0.000929062421932569
2,0.0012597455608747963,0.000943318439351794
3,0.0012420536514365361,0.0009580590030054088
4,0.0012076699170425116,0.0009792668071027636
5,0.0011720883052811076,0.001000818612256025
6,0.0011464138415590071,0.0010120522390751076
7,0.001127717832061723,0.001024089393053811
8,0.0011118182082805004,0.001032418831371578
9,0.0010982071542297868,0.0010387141227691154
10,0.001086730327622003,0.0010435931512142455
11,0.0010767082723158957,0.001049043421161372
12,0.001068502905016497,0.0010468925136313256
13,0.0010610971522636915,0.0010489133782599623
14,0.0010546097309738099,0.00105440102395785
15,0.001048945091018184,0.0010584554177257117
16,0.0010439987244435828,0.0010599222357569726
17,0.001039678581880362,0.0010587579244908277
18,0.001036836686296982,0.0010573915988362698
19,0.0010352171733941532,0.0010581846237188173
20,0.0010340276360703321,0.001052185558312852
21,0.0010293663754292251,0.0010555411388013254
22,0.0010235898141483164,0.001060906669787359
23,0.001019221278739757,0.0010628111856601816
24,0.0010151612219793558,0.0010665834594360698
25,0.001011704222442673,0.0010688117955186575
26,0.0010089217367992087,0.0010700981185331557
